013.113.11.20 - - [08/Sep/2020:10:03:17 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://sgsrenufjillrjfy.kaitlyn.wl/wilhemina/orville-olimpia\Mozilla/5.0 (hAlina; CPU hAlina OS 13_0 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.0 Mobile/04E147 Safari/501.1"
3.00.20.100 - - [08/Sep/2020:10:03:17 -0400] "GET /pediatrics/node/020 HTTP/1.1" 301 - "-\Mozilla/5.0 (compatible; BEAU 00.0; Windows NT 6.1; Samella/6.0) QytbNczbz by Alejandrina.com"
005.121.8.40 - - [08/Sep/2020:10:03:17 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
005.121.8.17 - - [08/Sep/2020:10:03:17 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
000.20.143.032 - - [08/Sep/2020:10:03:17 -0400] "GET /cassandra-management/shared-contact-info/ HTTP/1.1" 301 - "https://www.kaitlyn.wl/important-academic-dates-and-deadlines/\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
040.020.207.02 - - [08/Sep/2020:10:03:17 -0400] "GET /clemente/misc/jackqueline.js?almeda HTTP/1.0" 200 5200 "https://www.kaitlyn.wl/clemente/admin/structure/mini-panels\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21; qk:30.0) Gecko/20100101 Firefox/30.0"
005.121.8.40 - - [08/Sep/2020:10:03:17 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
33.64.201.211 - - [08/Sep/2020:10:03:17 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/en\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
040.020.207.02 - - [08/Sep/2020:10:03:17 -0400] "GET /clemente/sites/all/modules/salley/reta/kaitlyn_core/kaitlyn_core.js?almeda HTTP/1.0" 200 200 "https://www.kaitlyn.wl/clemente/admin/structure/mini-panels\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21; qk:30.0) Gecko/20100101 Firefox/30.0"
23.01.01.121 - - [08/Sep/2020:10:03:17 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://uq.kaitlyn.wl/xaqjcjojnea\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_13_6) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
00.050.12.032 - - [08/Sep/2020:10:03:16 -0400] "GET /en/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/en\Mozilla/5.0 (Windows NT 00.0; NXU02) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.015 Safari/121.21 SHA/40.0.1001.133"
013.57.20.000 - - [08/Sep/2020:10:03:16 -0400] "GET /health/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/health/\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) BEV/021.0.020506701 Mobile/04E147 Safari/501.1"
013.103.117.117 - - [08/Sep/2020:10:03:16 -0400] "GET /health/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/health/services/walk-in-clinic\Mozilla/5.0 (Linux; Cameron 7.0; JANETTE VR-F303T) AppleWebKit/121.21 (KHTML, like Gecko) QqyyvtgVnajqpy/12.1 Chrome/69.0.0203.013 Mobile Safari/121.21"
3.00.20.100 - - [08/Sep/2020:10:03:16 -0400] "GET /kristofer/valeria-tessie-plan-transformation-cleotilde-sa-campus HTTP/1.1" 200 11023 "-\Mozilla/5.0 (compatible; BEAU 00.0; Windows NT 6.1; Samella/6.0) AmrtAlpsz-genevieve by Alejandrina.com"
33.64.201.211 - - [08/Sep/2020:10:03:16 -0400] "GET /maria-date HTTP/1.0" 301 - "https://www.kaitlyn.wl/en\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
013.012.121.002 - - [08/Sep/2020:10:03:16 -0400] "GET /maria-date HTTP/1.0" 301 - "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) BEV/111.4.100030032 Mobile/04E147 Safari/501.1"
005.121.8.40 - - [08/Sep/2020:10:03:16 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
013.57.20.000 - - [08/Sep/2020:10:03:16 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/health/\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) BEV/021.0.020506701 Mobile/04E147 Safari/501.1"
10.2.142.200 - - [08/Sep/2020:10:03:16 -0400] "GET /modules/user/user.css?ss4l13 HTTP/1.0" 200 1512 "https://www.kaitlyn.wl/ik\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
005.121.8.17 - - [08/Sep/2020:10:03:16 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
005.121.8.40 - - [08/Sep/2020:10:03:16 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
013.103.11.40 - - [08/Sep/2020:10:03:15 -0400] "GET /en/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21; qk:30.0) Gecko/20100101 Firefox/30.0"
40.12.201.218 - - [08/Sep/2020:10:03:15 -0400] "GET /ik HTTP/1.0" 200 40143 "-\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
00.050.12.032 - - [08/Sep/2020:10:03:15 -0400] "GET /maria-date HTTP/1.0" 301 - "https://www.kaitlyn.wl/en\Mozilla/5.0 (Windows NT 00.0; NXU02) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.015 Safari/121.21 SHA/40.0.1001.133"
077.00.00.003 - - [08/Sep/2020:10:03:15 -0400] "GET /admission-fu-premier-cycle/maria-date HTTP/1.0" 200 3 "https://www.kaitlyn.wl/admission-fu-premier-cycle/argentina-xcatbsflvpnxaf\Mozilla/5.0 (Linux; Cameron 9; LORIS VU0) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.20 Mobile Safari/121.21"
005.121.8.40 - - [08/Sep/2020:10:03:15 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
12.011.053.6 - - [08/Sep/2020:10:03:15 -0400] "GET /health/modules/user/user.css?pinkie HTTP/1.0" 200 1512 "https://www.kaitlyn.wl/health/services/walk-in-clinic\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6_1 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/04E147 Safari/501.1"
013.103.010.54 - - [08/Sep/2020:10:03:15 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
005.121.8.40 - - [08/Sep/2020:10:03:15 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
013.103.11.40 - - [08/Sep/2020:10:03:15 -0400] "GET /maria-date HTTP/1.0" 301 - "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21; qk:30.0) Gecko/20100101 Firefox/30.0"
40.20.00.004 - - [08/Sep/2020:10:03:15 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/en\Mozilla/5.0 (hAlina; CPU hAlina OS 13_0 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.0 Mobile/04E147 Safari/501.1"
147.000.008.3 - - [08/Sep/2020:10:03:15 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/president/ami/jeanmarie-angie\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
013.103.117.117 - - [08/Sep/2020:10:03:15 -0400] "GET /health/modules/user/user.css?pinkie HTTP/1.0" 200 1512 "https://www.kaitlyn.wl/health/services/walk-in-clinic\Mozilla/5.0 (Linux; Cameron 7.0; JANETTE VR-F303T) AppleWebKit/121.21 (KHTML, like Gecko) QqyyvtgVnajqpy/12.1 Chrome/69.0.0203.013 Mobile Safari/121.21"
3.00.20.100 - - [08/Sep/2020:10:03:15 -0400] "GET /kristofer?cat_1=0010&cat_2=326&p=3 HTTP/1.1" 200 8170 "-\Mozilla/5.0 (compatible; BEAU 00.0; Windows NT 6.1; Samella/6.0) AmrtAlpsz-genevieve by Alejandrina.com"
10.2.128.12 - - [08/Sep/2020:10:03:15 -0400] "GET /tom/maria-date HTTP/1.1" 200 3 "https://christena.kaitlyn.wl/tom/megan-lbygkzfzziffjw/alisa\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_11_6) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
09.204.010.55 - - [08/Sep/2020:10:03:15 -0400] "GET /sites/international.kaitlyn.wl/files/00010621-fl-meredith-workshop-003-2.jpg HTTP/1.1" 200 2501230 "https://international.kaitlyn.wl/en/meredith/meredith-community\Mozilla/5.0 (Linux; Cameron 9; HYUN_T00NX) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.20 Mobile Safari/121.21"
20.101.53.12 - - [08/Sep/2020:10:03:15 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://lee.kaitlyn.wl/surgery/about-us/faculty?cat_1=254\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_11_6) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/604.1.15"
121.063.06.002 - - [08/Sep/2020:10:03:15 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/carey/ismcezwqvwfrbg-et-qsszyidnazws\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6_1 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/04E147 Safari/501.1"
31.007.022.191 - - [08/Sep/2020:10:03:15 -0400] "GET / HTTP/1.0" 302 - "-\Mozilla/5.0 (sEna; CPU OS 12_6 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) QhpIZ/23.0.0002.72 Mobile/04E147 Safari/501.1"
005.121.8.103 - - [08/Sep/2020:10:03:15 -0400] "GET /poll.php HTTP/1.1" 200 70241
12.203.6.13 - - [08/Sep/2020:10:03:14 -0400] "GET /maria-date HTTP/1.0" 200 03 "https://sgsrenufjillrjfy.kaitlyn.wl/wilhemina/orville-olimpia\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
013.103.03.21 - - [08/Sep/2020:10:03:14 -0400] "GET /en/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/en/programs\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_11_6) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.002 Safari/121.21"
23.01.01.121 - - [08/Sep/2020:10:03:14 -0400] "GET /maria-date HTTP/1.0" 200 03 "https://uq.kaitlyn.wl/xaqjcjojnea\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_13_6) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
09.204.010.55 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/international.kaitlyn.wl/files/00010621-fl-meredith-workshop-20.jpg HTTP/1.1" 200 0811272 "https://international.kaitlyn.wl/en/meredith/meredith-community\Mozilla/5.0 (Linux; Cameron 9; HYUN_T00NX) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.20 Mobile Safari/121.21"
147.000.100.10 - - [08/Sep/2020:10:03:14 -0400] "GET /maria-date HTTP/1.0" 200 3 "https://sgsrenufjillrjfy.kaitlyn.wl/wilhemina/orville-olimpia\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/69.0.0203.100 Safari/121.21"
013.113.11.20 - - [08/Sep/2020:10:03:14 -0400] "GET /modules/user/user.css?mw3baw HTTP/1.0" 200 1512 "https://sgsrenufjillrjfy.kaitlyn.wl/wilhemina/orville-olimpia\Mozilla/5.0 (hAlina; CPU hAlina OS 13_0 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.0 Mobile/04E147 Safari/501.1"
5.101.08.01 - - [08/Sep/2020:10:03:14 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://lee.kaitlyn.wl/pediatrics/zane/infectious-disease\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_12_6) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/604.1.15"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/images/elfrieda.dot HTTP/1.0" 200 0102 "https://www.kaitlyn.wl/sites/all/themes/custom/kaitlyn_ken_assets/icons/css/ewa_icons.css?ss4l13\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/www.kaitlyn.wl/files/virtual_newton_2.jpg HTTP/1.0" 206 40061 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/images/carmelita.dot HTTP/1.0" 200 2111 "https://www.kaitlyn.wl/sites/all/themes/custom/kaitlyn_ken_assets/icons/css/ewa_icons.css?ss4l13\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/images/map.dot HTTP/1.0" 200 1021 "https://www.kaitlyn.wl/sites/all/themes/custom/kaitlyn_ken_assets/icons/css/ewa_icons.css?ss4l13\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/images/contact-icon.dot HTTP/1.0" 200 321 "https://www.kaitlyn.wl/sites/all/themes/custom/kaitlyn_ken_assets/icons/css/ewa_icons.css?ss4l13\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
005.121.8.17 - - [08/Sep/2020:10:03:14 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/www.kaitlyn.wl/files/virtual_newton_2.jpg HTTP/1.0" 206 1 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.03.21 - - [08/Sep/2020:10:03:14 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/en/programs\Mozilla/5.0 (Macintosh; Emory Mac OS X 00_11_6) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.002 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/images/assets_images_light_grey_texture.png HTTP/1.0" 200 504 "https://www.kaitlyn.wl/sites/all/themes/custom/kaitlyn_ken_assets/contact_footer/css/ewa_contact_footer.css?ss4l13\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/www.kaitlyn.wl/files/img_2514_000u300.jpg HTTP/1.0" 200 20782 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
013.103.010.54 - - [08/Sep/2020:10:03:14 -0400] "GET /sites/www.kaitlyn.wl/files/00160101-fl-on-the-go-maryann-081_470g410j.jpg HTTP/1.0" 200 27140 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/11.0.2021.57 Safari/121.21"
01.211.211.115 - - [08/Sep/2020:10:03:13 -0400] "GET /en/maria-date HTTP/1.0" 200 03 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
147.000.008.3 - - [08/Sep/2020:10:03:13 -0400] "GET /president/maria-date HTTP/1.1" 200 03 "https://www.kaitlyn.wl/president/ami/jeanmarie-angie\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
72.101.010.20 - - [08/Sep/2020:10:03:13 -0400] "GET /sites/all/themes/custom/kaitlyn_ken_assets/favicon.ico HTTP/1.1" 200 1010 "https://sgsrenufjillrjfy.kaitlyn.wl/wilhemina/orville-olimpia\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
00.01.01.150 - - [08/Sep/2020:10:03:13 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://kathey.kaitlyn.wl/en/kaitlyn-library-service-updates\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
040.020.207.02 - - [08/Sep/2020:10:03:13 -0400] "POST /clemente/admin/structure/mini-panels/list/what_is_new_peer_experts_2/edit/content HTTP/1.0" 302 - "https://www.kaitlyn.wl/clemente/admin/structure/mini-panels/list/what_is_new_peer_experts_2/edit/content\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21; qk:30.0) Gecko/20100101 Firefox/30.0"
005.121.8.17 - - [08/Sep/2020:10:03:13 -0400] "GET /guillermina/en/maria-date HTTP/1.0" 200 03 "-\Maudie (+http://maudie.org/)"
013.101.54.50 - - [08/Sep/2020:10:03:13 -0400] "GET /maria-date HTTP/1.0" 301 - "https://www.kaitlyn.wl/en\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21"
010.120.082.029 - - [08/Sep/2020:10:03:13 -0400] "GET /important-academic-dates-and-deadlines/modules/user/user.css?shenna HTTP/1.0" 200 1512 "https://www.kaitlyn.wl/important-academic-dates-and-deadlines/\Mozilla/5.0 (Windows NT 00.0; Lpl13; z21) AppleWebKit/121.21 (KHTML, like Gecko) Chrome/23.0.0002.52 Safari/121.21 Mel/23.0.123.04"
12.202.20.113 - - [08/Sep/2020:10:03:13 -0400] "POST /sites/all/themes/custom/kaitlyn_ken_assets/global_header/js/banner_maya_cookie.php HTTP/1.0" 200 1 "https://www.kaitlyn.wl/en/students\Mozilla/5.0 (hAlina; CPU hAlina OS 12_6_1 like Mac OS X) AppleWebKit/604.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/04E147 Safari/501.1"
